t_hours,a,e,i,omega,raan,v
2.0166666666666666,7051298.712096936,0.001545058427932506,1.713837789255838,4.484078870567757,2.6254965702013426,-3.0534230459273126
2.033333333333333,7051050.15765773,0.0015693847699565827,1.7138403184254967,4.5881335568553165,2.6255200902758657,-3.0936951605064262
2.05,7050946.902701499,0.0015794731289561926,1.7138413634066088,4.691478996453987,2.625543824300176,-3.133258184538703
2.066666666666667,7050990.422173404,0.001575148475913734,1.7138409090385764,-1.488479216343118,2.625567594012379,3.11048242052647
2.0833333333333335,7051180.096223677,0.0015564846984620414,1.713838961798072,-1.384784918432289,2.625591221143892,3.0705706248884326
2.1,7051513.191059575,0.0015238075081656156,1.7138355499896294,-1.2800162749574444,2.6256145272439633,3.0295847250665786
2.1166666666666667,7051984.752942772,0.0014777105833279187,1.7138307248069378,-1.173515703881113,2.6256373322045223,2.9868672656186552
2.1333333333333333,7052587.45361655,0.0014190819487530644,1.713824561871785,-1.064538020181315,2.6256594548489924,2.9416731800843476
2.15,7053311.612443375,0.0013491133820385769,1.7138171609474606,-0.9521975089982508,2.625680720206782,2.8931168612502587
2.1666666666666665,7054145.516517998,0.0012692771433598,1.7138086425944457,-0.8353986965785927,2.6257009699465956,2.8401029300604375
2.183333333333333,7055075.779264807,0.0011813031298256945,1.7137991444307952,-0.7127540292859518,2.6257200673043943,2.781243912907726
2.2,7056087.470169018,0.0010871946017269858,1.713788819732404,-0.5824822906405998,2.625737895337882,2.714758656515751
2.216666666666667,7057164.175723344,0.0009892695853446932,1.7137778367372274,-0.44227254727316634,2.625754355600251,2.638336271474668
2.2333333333333334,7058288.2909808885,0.0008901958666927446,1.7137663756017838,-0.2891120624431611,2.6257693711964043,2.5489640439662717
2.25,7059441.5278502265,0.0007930215198386941,1.7137546231625227,-0.11912455007043565,2.625782891172994,2.4427656891821425
2.2666666666666666,7060605.358743666,0.000701221610665676,1.7137427683792785,0.07242390602362603,2.6257948919721312,2.3150072708401996
2.283333333333333,7061761.148643242,0.0006187354330088981,1.713731000975264,0.2905653412625142,2.6258053749429684,2.1606567121978615
2.3,7062890.124239561,0.0005498305345905286,1.7137195117519886,0.5388528868132878,2.6258143633914406,1.976160818916494
2.316666666666667,7063973.706934634,0.000498468022713988,1.7137084892159502,0.8159466805656825,2.625821903473724,1.7628593676406543
2.3333333333333335,7064994.238894959,0.0004669738369069293,1.7136981122298272,1.1120953107312859,2.6258280667734337,1.530503663746282
2.35,7065935.34150593,0.0004545633851797762,1.713688546426313,1.409960625995343,2.62583294874195,1.2964317336723457
2.3666666666666667,7066781.727975464,0.00045702288474874434,1.71367994618226,1.691957322675727,2.62583666427261,1.0782287392488752
2.3833333333333333,7067519.331820656,0.00046810327626468413,1.7136724533860344,1.947953704043441,2.625839345969422,0.8860262191107084
2.4,7068135.9205790395,0.00048146873338505687,1.713666191281581,2.176607916859303,2.6258411440057268,0.7211658542275883
2.4166666666666665,7068621.319482299,0.0004918697257549167,1.7136612622758727,2.3819660920819974,2.625842223537028,0.5796013303283442
2.433333333333333,7068967.227395148,0.0004954107491001467,1.7136577498784658,2.5700217531617,2.625842761215188,0.45533893188708674
2.45,7069167.481437948,0.0004894438993330006,1.7136557160758032,2.74708190238072,2.6258429430960657,0.34207145774394637
2.466666666666667,7069218.639267285,0.00047242286765630006,1.71365519546904,-3.3636026553492484,2.6258429620815846,0.2333625936897417
2.4833333333333334,7069120.082931229,0.0004437865528999864,1.7136561942474133,-3.1884148418305482,2.6258430139124918,0.1219656752251715
2.5,7068873.710222544,0.0004039621864451477,1.7136586933242521,-3.000955888499434,2.6258432933531064,-0.0017035685884155601
2.5166666666666666,7068483.683688809,0.00035467619076016066,1.7136626508670734,-2.7862456063205085,2.625843991245745,-0.15262551358698775
2.533333333333333,7067956.293178471,0.00029995835621486215,1.7136680036576495,-2.5179321109845434,2.625845291990124,-0.35715222012705655
2.55,7067299.981737635,0.00024878866445653987,1.7136746667783433,-2.1504236494223985,2.6258473707448347,-0.6608756043075659
2.566666666666667,7066525.483179487,0.00021972841118399647,1.7136825321495297,-1.638888579618732,2.625850389789218,-1.1086274552667177
2.5833333333333335,7065645.64696007,0.0002364211453092471,1.7136914702290562,-1.0590812100366573,2.6258544953616534,-1.624653592338634
2.6,7064674.989102322,0.0003016850763995059,1.7137013344901033,-0.5890535618341621,2.625859815956162,-2.030902100164111
2.6166666666666667,7063629.491656829,0.00039864335546809535,1.7137119633778555,-0.2621762322159005,2.625866460053653,-2.2940024636083676
2.6333333333333333,7062526.492986149,0.0005132426476939031,1.713723181348627,-0.027259552914823626,2.6258745132012105,-2.4651444073823874
2.65,7061384.19328953,0.0006375768887552984,1.7137348038325029,0.15539149383737572,2.625884037695029,-2.5840229782504505
2.6666666666666665,7060221.095413591,0.0007668853984430865,1.7137466428760122,0.30741461429285133,2.6258950740957094,-2.672275883555616
2.683333333333333,7059055.788575032,0.0008977850954138581,1.7137585093184817,0.44041128173742683,2.6259076410374416,-2.7415045703792873
2.7,7057906.795721569,0.001027530765313439,1.7137702143392863,0.5609197019733769,2.625921734487124,-2.798247191563604
2.716666666666667,7056792.35428326,0.0011537157041118032,1.713781571701554,0.6728553150178493,2.625937327585372,-2.8464191079778542
2.7333333333333334,7055730.360628084,0.0012741269024424218,1.7137923983448526,0.7786961618957648,2.6259543679137685,-2.8884982561419013
2.75,7054738.259802074,0.0013866855707584324,1.7138025155507601,0.8800789479300213,2.625972773814023,-2.9261212119232805
2.7666666666666666,7053832.5405423315,0.001489471852147368,1.7138117541515212,0.9781273212229222,2.6259924364697946,-2.9604114691042613
