t_hours,a,e,sin_i,cos_i,sin_omega,cos_omega,sin_raan,cos_raan,sin_v,cos_v
4.85,0.9162167792967466,0.03200313426049642,0.9898109030608568,-0.14238811812033736,-0.7107691946418894,0.7034252994797102,0.49164446634094405,-0.8707960258960351,0.4768668851401183,0.8789755251750536
4.866666666666666,0.9481293923486191,0.0650969073128225,0.9898117484649216,-0.14238224117078246,-0.4574699354635394,0.8892250885726206,0.49164306063344476,-0.8707968195457416,0.24297196504283683,0.9700333108729939
4.883333333333334,0.972732336047045,0.0972670252960541,0.9898123999927482,-0.14237771181120962,-0.23217459610554006,0.9726741267882216,0.4916422465735847,-0.8707972791551881,0.06832665553393819,0.9976630032949736
4.9,0.9896320600817035,0.12470456179943937,0.9898128473615506,-0.14237460166061844,-0.03254698316519098,0.9994702066029005,0.49164186671063353,-0.8707974936213836,-0.06953595414994891,0.9975794459993932
4.916666666666667,0.9985502035885361,0.14572334628312575,0.9898130833083618,-0.1423729613079463,0.1496089605197374,0.9887452447077577,0.4916417570159041,-0.8707975555537089,-0.18741353017185464,0.9822811047294574
4.933333333333334,0.9993280620215046,0.1597083982197607,0.9898131037009774,-0.14237281953321768,0.32015138242472563,0.9473663981435784,0.4916417490856316,-0.8707975600310447,-0.29595440253418914,0.9552020684758964
4.95,0.9919372239188533,0.16674477838047366,0.9898129078150881,-0.14237418137653993,0.4820101164778167,0.8761656507835955,0.4916416724895174,-0.870797603276278,-0.40201964816788155,0.915631040587295
4.966666666666667,0.9764969209829246,0.16753697180162927,0.9898124987923492,-0.14237702495292465,0.6351422930338091,0.772395149906934,0.49164135774301604,-0.8707977809782267,-0.5099914666759432,0.8601794602975128
4.983333333333333,0.9532816931356365,0.16345333246671304,0.9898118838457745,-0.1423813000280552,0.7758082277543155,0.6309687739886248,0.4916406399072872,-0.870798186258764,-0.6219142052545291,0.7830853857036456
5.0,0.9226974356113828,0.15660357203467254,0.9898110736318332,-0.142386932391276,0.8950016577437792,0.4460628124332796,0.49163936145394826,-0.8707989080546403,-0.7364665064687425,0.6764740089979258
5.016666666666667,0.8852540636326012,0.14990773636279767,0.9898100815356867,-0.14239382883509136,0.9766544857987081,0.2148162362794331,0.49163737397172874,-0.8708000301528375,-0.8467770295796004,0.5319479882247403
5.033333333333333,0.841569230112384,0.14703195327594712,0.9898089237805178,-0.14240187640776775,0.9984584927714468,-0.05550349730035552,0.49163454067843954,-0.8708016297710403,-0.9384585232697803,0.34539195141506013
5.05,0.7923707322333939,0.1518900134928198,0.9898076195037688,-0.14241094189802433,0.9404185847722918,-0.34001894861151466,0.49163073942046703,-0.8708037758627858,-0.9921921923809766,0.12471829608454103
5.066666666666666,0.7384668529423379,0.1675911469736345,0.9898061899844379,-0.1424208772213214,0.8004730585007016,-0.59936873676772,0.4916258635224576,-0.8708065286364118,-0.9942874544683775,-0.10673545749559545
5.083333333333333,0.6807238499721961,0.19539925416262097,0.9898046580588457,-0.14243152349466598,0.6016364142911719,-0.7987700701696712,0.49161982217452793,-0.8708099393352636,-0.9474322957192383,-0.3199563173750034
5.1,0.6200747452530777,0.23454401427281793,0.9898030483652522,-0.14244270934959843,0.3788694121911405,-0.9254501437170668,0.4916125436463138,-0.87081404842228,-0.8683819811890747,-0.495895891035747
5.116666666666666,0.5575161310691215,0.28292172645262903,0.9898013872696436,-0.14245425146021093,0.16044439384731266,-0.9870448806832283,0.49160397833998093,-0.870818883856054,-0.7759924283079908,-0.6307422224718018
5.133333333333334,0.49407189161252063,0.3379719649538314,0.9897997019108113,-0.14246596118816926,-0.03878715419625779,-0.9992474952029431,0.49159409769614526,-0.8708244617087377,-0.6832021651314355,-0.7302292801303703
5.15,0.4307624911562016,0.39721214348017664,0.989798019388978,-0.142477650225066,-0.21410285789902944,-0.976811121066641,0.49158289213644396,-0.8708307873282669,-0.5963538753536547,-0.8027216549655787
5.166666666666667,0.36860132522656386,0.4584134464229286,0.9897963666696964,-0.14248913126083676,-0.3658530342016065,-0.9306726370563809,0.4915703724117399,-0.8708378545785567,-0.5175312283777255,-0.8556643194932476
5.183333333333334,0.30859419861951665,0.5196067630261725,0.9897947705682278,-0.1425002180903214,-0.49619111685665773,-0.8682133237589381,0.49155657250750995,-0.8708456442014676,-0.44671774436760747,-0.8946749448079547
5.2,0.2517217019913005,0.5790564963119945,0.9897932572762449,-0.1425107288960422,-0.6075568763410529,-0.7942761748980657,0.4915415500001615,-0.8708541236185534,-0.38305817378981766,-0.9237242204753591
5.216666666666667,0.198910817818728,0.6352433346760865,0.9897918515984109,-0.14252049154205682,-0.7021233502953615,-0.7120553356095417,0.49152538300952203,-0.8708632486546568,-0.32545805655098403,-0.9455564781788851
5.233333333333333,0.15101256637797178,0.6868487271271643,0.9897905763465435,-0.14252934776942314,-0.781658023072736,-0.6237072510128626,0.49150816650408624,-0.8708729656268999,-0.2728327292603393,-0.9620614854801923
5.25,0.1087944756015986,0.7327315120743215,0.9897894521266547,-0.1425371546608698,-0.8475327579118224,-0.5307430868757316,0.4914900117893493,-0.8708832116370744,-0.2241987977906776,-0.974543431084123
5.266666666666667,0.07293742193917296,0.7719098340606942,0.989788497241723,-0.1425437853011195,-0.9007784498762326,-0.43427892446971395,0.4914710486964188,-0.8708939133403346,-0.17869984496815647,-0.9839036362410482
5.283333333333333,0.044020940866005276,0.8035670918427699,0.9897877272870998,-0.14254913157167148,-0.9421502116878296,-0.3351909584350057,0.4914514243054034,-0.870904987669832,-0.13559917578598302,-0.9907637778634028
5.3,0.02250224258199296,0.8270707171181555,0.9897871545787684,-0.14255310810664593,-0.9721873112400471,-0.23420467942346473,0.4914312951906113,-0.8709163462166032,-0.09425328829949506,-0.995548249782366
5.316666666666666,0.008707487271749415,0.8419760285988401,0.9897867879102679,-0.14255565396810638,-0.9912569185229304,-0.13194590361365716,0.4914108190061179,-0.8709278999800939,-0.054080852482384395,-0.9985365598688806
5.333333333333333,0.0028377895823155086,0.8480120758936683,0.9897866327049987,-0.14255673157904547,-0.9995800888406983,-0.02897664565165985,0.49139015163670036,-0.8709395609767997,-0.014538022727725745,-0.9998943173631742
5.35,0.004977069790186306,0.845067801871865,0.9897866912206017,-0.14255632529836518,-0.9972452610318843,0.0741747217685987,0.49136944833176605,-0.8709512416008923,0.024900088517158695,-0.9996899447287833
5.366666666666666,0.015094911764492736,0.8331872532459663,0.9897869626230693,-0.14255444090381336,-0.9842130846914445,0.17698758126532876,0.49134886435638264,-0.8709628542571107,0.06475669206879703,-0.9979010826892147
5.383333333333334,0.033045623126042756,0.8125713325995738,0.9897874429624679,-0.14255110576147512,-0.9603130844018168,0.2789243265236451,0.4913285551227597,-0.8709743112864933,0.1055709918537669,-0.9944117686748342
5.4,0.058562605249903754,0.7835877164304758,0.989788125026348,-0.14254636984794242,-0.9252317692913647,0.3794023894152103,0.4913086774578799,-0.8709855242508849,0.147916512901903,-0.9889998509660864
5.416666666666667,0.09124985288838161,0.7467874587501554,0.9897889981196876,-0.1425403072861323,-0.8784896637788526,0.47776135322325775,0.4912893892183916,-0.8709964041495347,0.19242404731787527,-0.981311869903655
5.433333333333334,0.1305826920867048,0.7029116438148032,0.9897900480947391,-0.1425330161492904,-0.8194012568137544,0.5732203593139724,0.49127084312480623,-0.8710068648957033,0.23981298687775338,-0.9708191032961653
5.45,0.17592488491288805,0.6528776752717524,0.9897912578199334,-0.1425246152186846,-0.7470144166517181,0.664807837885876,0.49125317764004917,-0.8710168284588733,0.2909253548422116,-0.9567457540590045
5.466666666666667,0.2265484286911601,0.5977652149614938,0.9897926077211394,-0.14251524023972567,-0.6600351236443656,0.7512347406475336,0.49123651246958266,-0.8710262273988778,0.3467482782536207,-0.9379582248310154
5.483333333333333,0.2816409908274977,0.5388262861417685,0.9897940759927605,-0.14250504247091605,-0.5567499942720454,0.8306801092346423,0.49122094998443694,-0.8710350040591867,0.40841085355872037,-0.9127982113783075
5.5,0.34030906770613,0.4775126316042333,0.9897956386945395,-0.14249418802627944,-0.43496866373155796,0.9004455905670163,0.49120657646860055,-0.8710431098596653,0.47713273676078577,-0.8788312417700924
5.516666666666667,0.4015934343401568,0.41550043720675156,0.9897972701749661,-0.14248285494818375,-0.29205518056994123,0.9564014698348487,0.4911934595495077,-0.8710505067421671,0.5540562224850084,-0.8324792503874453
5.533333333333333,0.4644967221002503,0.3547133884329504,0.9897989438150903,-0.1424712280516027,-0.12524966737641693,0.9921252546035187,0.4911816443452677,-0.871057169339808,0.6397973560647217,-0.7685436507919324
5.55,0.5280079815760246,0.29735702044636947,0.9898006326882003,-0.14245949434852834,0.06724480179459866,0.9977365066146499,0.49117115209089085,-0.8710630857485048,0.7334060160163994,-0.6797908617148019
5.566666666666666,0.591110420359314,0.24594742622962304,0.9898023097682301,-0.1424478416034328,0.2835443985140837,0.9589591096972209,0.4911619822297926,-0.8710682563451045,0.8303413031206155,-0.5572551662676247
5.583333333333333,0.6527795905694802,0.2032261171250346,0.9898039478816031,-0.1424364586683927,0.5129920295254453,0.8583933699903353,0.49115411503794243,-0.8710726923060415,0.9196176603214209,-0.39281466218174166
5.6,0.712000694153005,0.1717420203151291,0.9898055201644274,-0.14242553230382352,0.7306420103299399,0.6827607580558683,0.4911475109517027,-0.871076415985387,0.9825871238418424,-0.1858024328694752
5.616666666666666,0.7678080873373574,0.1529676347193126,0.9898070011052255,-0.14241523992564892,0.8995561299766904,0.4368051842885563,0.49114210828341776,-0.8710794622024558,0.9988091143482731,0.048788862405453756
5.633333333333334,0.8193059316275253,0.14633071100139114,0.98980836708309,-0.14240574585425642,0.9884738064897342,0.1513919875148474,0.49113782444878257,-0.8710818775498184,0.9596386885564142,0.2812358217328038
5.65,0.8656582723194219,0.1490478324505853,0.9898095960927973,-0.14239720321204846,0.9914804915743342,-0.13025526794535708,0.4911345598287308,-0.8710837182164748,0.8757110533335745,0.4828355321115063
5.666666666666667,0.906095005205998,0.1570843150463336,0.9898106678907278,-0.14238975289574507,0.9264584430975685,-0.3763970685502604,0.4911321993692919,-0.8710850490868742,0.767814891714582,0.640671750634695
